"fips","gini_cnty","income_cnty","black_cnty","pop_cnty","perc_bush"
13285,43.9,3.9788,33.2182,6.3414,65.031
13287,46.1,3.0414,39.8016,0.9374,61.5254
13289,46.9,2.9593,41.8462,1.0259,48.7292
13291,46.9,3.81,1.47833,2.0699,74.6401
13293,42.5,3.3634,27.9299,2.7501,65.9572
13295,42.7,3.8646,4.19784,6.4295,71.931
13297,40.9,5.216,15.5381,8.2243,78.5766
13299,46.3,3.3545,27.6628,3.5658,70.5644
13301,42.1,3.2892,58.0771,0.5887,45.2016
13303,45.7,3.1178,52.2661,2.0608,52.2268
13305,45.3,3.8457,19.5655,2.8954,71.7579
13307,43.1,2.503,34.1353,0.2203,48.5
13309,41.4,3.5625,39.5073,0.6819,58.46
13311,45.6,4.2295,2.63946,2.4702,78.5965
13313,44.5,4.2783,3.36649,9.2292,73.5664
13315,46.9,2.8863,35.8674,0.8721,65.4008
13317,46.2,3.2074,41.3719,1.0292,55.093
13319,44.9,3.6353,39.556,1.0044,50.2673
13321,44.9,3.6707,29.4647,2.1351,69.7131
15001,44.6,5.5645,0.6312,17.237,NA
15003,42.2,6.7066,3.18027,90.2564,NA
15005,35.7,5.2813,0,0.0078,NA
15007,42,6.3317,0.591754,6.3033,NA
15009,42.9,6.3659,0.583701,14.2196,NA
16001,42.6,5.5888,1.08056,36.8791,61.716
16003,46.2,3.7255,0.0852273,0.352,72.5655
16005,42.9,4.4162,0.482419,8.0428,62.4716
16007,36.8,4.4263,0.170678,0.5859,83.5333
16009,38.7,3.8198,1.13563,0.9246,71.0904
16011,43,4.438,0.779191,4.3635,77.9362
16013,44.8,5.6601,0.0275545,2.1775,40.2354
16015,39.3,4.9341,0,0.7467,72.0542
16017,43.6,4.2736,0.479476,4.0878,61.6684
16019,42.4,4.9823,0.698269,9.6238,78.2494
16021,43.8,3.5473,0,1.0748,70.3738
16023,43.5,3.4229,0,0.2769,77.055
16025,35.1,5.0114,0.192308,0.104,76.4007
16027,39.7,4.2912,0.662255,17.682,75.6153
16029,35.6,4.3918,0,0.6888,84.8644
16031,42.5,3.9167,0.241089,2.1154,85.0551
16033,32.7,3.8405,0,0.0984,86.7816
16035,37.7,4.1875,0.378418,0.8192,71.7644
16037,40.6,4.1958,0,0.4129,75.9156
16039,37.5,4.4015,1.89643,2.8791,75.4669
16041,39.9,4.4753,0,1.2272,90.8489
16043,38.9,4.3486,0.0398819,1.2537,86.8614
16045,40.4,4.1847,0,1.6355,76.8849
16047,41.6,3.7732,0.139665,1.432,75.6618
16049,42.2,3.4456,0.215884,1.5286,78.1124
16051,37.1,5.0181,0.0698934,2.2892,87.6636
16053,37.9,4.0322,0.282991,2.0142,79.3897
16055,42.8,4.5446,0.300462,13.3461,67.2898
16057,45.7,3.6448,0.813095,3.7511,50.7478
16059,44.4,3.875,0.703505,0.7818,77.0906
16061,37,3.6,0.192044,0.3645,75.542
16063,35.5,4.5903,0.0661813,0.4533,74.8652
16065,44.4,3.5511,0.600754,3.712,92.8292
16067,38.1,4.0344,0.0797872,1.88,81.3272
16069,43.8,4.2919,0.183505,3.8691,62.9625
16071,37.4,4.3912,0,0.4148,85.4754
16073,45.3,3.166,0.127331,1.0995,80.6716
16075,44.2,4.448,0.084317,2.2534,77.1964
16077,39.9,3.7455,0.221095,0.7689,71.7451
16079,40.1,3.5357,0.0859778,1.2794,55.6169
16081,36.5,5.1125,0,0.8422,58.067
16083,40,4.1577,0.332057,7.2578,75.3229
16085,38,5.2523,0,0.8667,60.8372
16087,43.2,3.5897,0.109879,1.0011,76.0158
17001,44.8,4.346,3.17377,6.6892,66.511
17003,45,2.8983,33.6806,0.8254,47.9611
17005,42.2,4.724,6.44913,1.8173,55.7566
17007,41.8,5.9202,2.08397,5.24,57.3283
17009,48.3,3.3472,18.9443,0.6593,65.3172
17011,42.7,4.5329,0.706998,3.4795,55.2325
17013,41.4,4.4016,0.118203,0.5076,49.0686
17015,43.4,4.2969,1.22182,1.5878,56.1764
17017,39.6,4.1083,1.22284,1.3575,55.9328
17019,48.3,4.2561,11.8427,19.2135,49.0224
17021,41.2,4.1195,1.42721,3.4543,59.6714
17023,42.7,4.3364,0.178806,1.6778,63.8522
17025,41.6,3.766,0.254935,1.3729,67.7612
17027,39.1,5.4313,3.67048,3.6235,60.04
17029,49,3.5102,3.19308,5.2144,57.6383
17031,48.8,5.3903,25.5371,525.7,29.5821
17033,41.5,4.0006,2.70146,1.9545,65.5775
17035,40.7,4.2215,0.305499,1.0802,65.2547
17037,42.6,5.3291,5.80462,10.4279,52.2697
17039,41.1,4.6623,0.988336,1.629,63.4348
17041,36.5,4.7431,0.519654,1.9436,67.3279
17043,43.8,7.6355,4.31839,92.553,54.6873
17045,41.6,3.8624,0.512,1.875,62.9536
17047,40.2,4.0741,0.245173,0.6526,72.1724
17049,43.4,4.6658,0.0728247,3.4329,72.8686
17051,44,3.9615,0.228408,2.1015,62.2182
17053,39.2,4.6141,1.58219,1.3968,70.232
17055,40.8,3.3711,0.282436,3.9301,54.0885
17057,40.1,4.0681,3.18774,3.686,46.2658
17059,47.5,3.3954,0.793785,0.5921,50.6571
17061,45,3.9846,0.443153,1.3765,59.165
17063,35.3,6.4455,1.49851,4.6513,56.943
17065,45.1,3.4014,0,0.8186,59.3911
17067,42.8,4.2732,0.219017,1.872,59.4884
17069,45.2,3.2083,0.514541,0.447,61.9224
17071,39.2,3.9536,0.278146,0.755,45.0073
17073,41.8,4.8618,1.40743,4.9523,52.6605
17075,39.9,4.6762,1.10937,3.0017,72.1337
17077,52,2.9493,13.6384,5.8526,43.9251
17079,37.6,4.5252,0.290306,0.9645,66.4595
17081,44.5,4.0343,8.4442,4.0063,60.2134
17083,39,5.1553,0.530966,2.2412,54.1775
17085,41.2,5.2514,0.73556,2.216,53.7497
17087,36.3,4.5934,11.8436,1.3653,68.7952
17089,41.8,6.8327,5.47706,49.4371,55.419
17091,41,5.0911,14.7514,11.1244,55.2879
17093,33,7.9504,4.44031,9.407,61.5563
17095,43.7,3.8535,7.11254,5.2077,45.3224
17097,47.4,7.8423,6.53156,70.2558,51.8275
17099,41.4,5.027,0.832643,11.2293,50.8738
17101,43,3.8085,7.9577,1.655,62.2941
17103,40.9,5.0483,3.38058,3.4994,59.1895
17105,40.3,4.9799,4.90715,3.7965,64.6852
17107,39.4,4.7644,11.0814,2.9942,68.0768
17109,48.4,3.2337,4.41244,3.2907,51.8165
17111,38.5,7.7314,0.948406,31.2946,60.2937
17113,43,5.5812,6.78555,16.3686,58.0135
17115,45,4.4107,14.3493,10.8772,54.6564
17117,39.5,4.6857,0.785079,4.8148,50.4866
17119,42.6,5.0877,8.05138,26.6886,48.3649
17121,42.9,3.7446,2.73754,3.9488,55.026
17123,40,4.7484,0.358507,1.2831,57.0817
17125,43.3,4.2687,0.106136,1.5075,54.8582
17127,40.5,3.8237,4.71454,1.5081,62.0157
17129,39.1,5.6821,1.76565,1.246,67.3391
17131,37.8,5.12,0.383212,1.644,49.3887
17133,36.8,6.685,0.404846,3.2358,58.2353
17135,45,3.9514,3.45175,2.9782,53.3983
17137,43.7,4.4539,5.43909,3.53,62.4385
17139,42.9,4.5385,0.18126,1.4344,62.7689
17141,37.5,5.5479,0.827848,5.4841,62.3245
17143,47.1,4.7702,16.8694,18.3474,49.9427
17145,39.4,3.9031,8.44202,2.2542,53.9538
17147,38.4,5.5603,0.763683,1.6499,63.3161
17149,40.8,4.0648,1.0131,1.6484,63.8568
17151,37.1,3.9153,4.81454,0.4071,62.0347
17153,48.6,2.8775,30.6065,0.643,55.6274
17155,37.9,5.4528,0.769617,0.5977,48.7827
17157,39.3,4.3395,9.38784,3.2851,54.4076
17159,44.5,3.9068,0.640164,1.5621,67.0833
17161,43.6,4.5585,7.90073,14.667,42.6531
17163,43.9,4.7029,28.8275,26.1268,44.5753
17165,46.6,3.3341,3.72501,2.5906,60.0357
17167,43.6,5.0733,10.5813,19.4049,59.1431
17169,37.6,4.2425,0.187943,0.6917,60.1252
17171,44.7,4.8611,0,0.5238,64.6588
17173,39.7,4.534,0.4164,2.1854,64.3191
17175,45.3,4.7795,0.0987492,0.6076,60.7591
17177,41.7,4.3561,8.22921,4.6821,57.8032
17179,40.2,5.4271,0.894571,13.0789,58.2746
17181,44.7,3.8028,0.791017,1.8078,58.8073
17183,43,3.9249,11.6106,8.0926,55.9831
17185,42.9,4.4738,1.11485,1.2199,70.6257
17187,41.6,3.8433,1.59535,1.7551,53.1859
17189,37.8,5.2527,0.923599,1.4725,62.9437
17191,43.6,3.7128,0.817934,1.6505,74.0444
17193,43.7,4.007,0.548335,1.4772,62.7803
17195,41.5,4.3719,1.3986,5.9059,48.5672
17197,38.5,7.4118,10.6307,66.4361,52.7577
17199,43.6,3.9286,3.29689,6.4212,60.7588
17201,43.8,4.6882,11.3369,29.5803,50.3562
17203,40,6.3917,0.368906,3.795,67.9053
18001,38.3,4.3208,0.291562,3.3955,73.4843
18003,42.4,4.7901,11.5191,34.8646,63.7535
18005,42.9,5.2545,1.70592,7.4681,67.5046
18007,37.3,4.5603,0.92858,0.8723,71.1343
18009,42.3,4.0372,0.188622,1.3254,64.4299
18011,49.7,6.7322,1.12922,5.3931,75.162
18013,41.1,5.1904,0.461831,1.4724,62.3066
18015,38.6,4.703,0.352414,1.9863,68.5571
18017,39.3,4.3006,1.88473,3.9263,68.7363
18019,39.1,4.7011,6.8902,10.528,58.1235
18021,37.7,4.3943,0.62589,2.6682,68.833
18023,39.5,4.7453,0.454799,3.4081,71.7553
18025,42,3.4883,1.16721,1.0795,57.4543
18027,38.8,4.2562,0.244993,3.0205,75.5116
18029,37.2,5.5949,0.518062,4.9608,74.1008
18031,41,4.5265,0.0638315,2.5066,68.3494
18033,37.6,4.5792,0.167629,4.1759,68.3296
18035,45.1,3.7386,5.74134,11.5548,56.9753
18037,40.4,5.3286,0.123765,4.1207,69.2371
18039,42.5,4.784,5.12962,19.7851,70.5207
18041,43.2,3.806,1.38198,2.4313,61.3721
18043,41.4,5.2242,5.05402,7.3031,58.9227
18045,39.4,4.3431,0.0761347,1.7075,67.985
18047,40.9,5.0937,0,2.3074,75.2183
18049,40.1,4.1483,1.19994,2.0251,69.8054
18051,40.2,4.5426,2.45782,3.2834,62.9385
18053,42.9,3.8797,7.55892,6.9203,68.8064
18055,41.2,4.0252,0.0275103,3.2715,65.3791
18057,42,8.2088,3.34828,26.1328,74.6936
18059,38.3,6.0878,2.09952,6.5777,75.0335
18061,39.8,5.0544,0.357017,3.6973,64.0929
18063,37.2,6.5246,3.97465,13.3949,73.9351
18065,40.1,4.1816,1.49533,4.7481,64.6711
18067,41.6,4.6901,7.01798,8.3685,64.5947
18069,38.3,4.549,0.0316706,3.789,74.9742
18071,40,4.2525,0.54829,4.2131,68.5115
18073,36.4,5.3369,0.720564,3.2197,68.6525
18075,39.1,3.8026,1.20357,2.127,66.4421
18077,43.1,4.0704,1.60598,3.2628,60.2717
18079,35.8,4.349,0.976757,2.8052,65.9873
18081,39,5.9973,1.48882,13.6081,74.2324
18083,44.5,3.9215,1.94101,3.797,63.8823
18085,40,4.9897,0.663635,7.6096,78.7394
18087,37.8,4.9324,0.0651165,3.6857,38.7663
18089,43.2,4.7962,25.4375,49.1203,49.7645
18091,41.8,4.709,10.3495,11.0102,71.8195
18093,42.7,4.0328,0.551306,4.5891,69.5437
18095,40.4,4.3372,7.32817,13.1015,59.7816
18097,45.8,4.3858,24.9467,87.8881,49.0381
18099,40,5.0786,0.416264,4.6605,68.3421
18101,41.1,4.2257,0.00993345,1.0067,69.1653
18103,40.6,3.8872,4.34699,3.6508,71.1741
18105,50.3,3.8124,3.29749,12.7855,45.8529
18107,39.1,4.8572,1.04684,3.7828,75.5074
18109,38.4,5.4926,0.498725,7.0179,74.2795
18111,37.5,5.3028,0.50093,1.3974,64.8929
18113,36.4,4.6744,0.186469,4.7729,69.8104
18115,38.9,4.9661,0.647249,0.5871,61.166
18117,44.5,3.5667,1.21314,1.9536,66.3282
18119,38.3,4.2465,0.143042,2.2371,66.3482
18121,41.2,3.7962,2.24055,1.7094,65.8275
18123,39.3,4.3918,2.66532,1.8872,49.5567
18125,40.1,3.9685,0.184059,1.2496,60.7659
18127,40.9,6.0797,2.61006,16.0073,54.1992
18129,39.7,5.7775,0.910684,2.6244,65.7181
18131,39.3,4.6141,0.312978,1.3739,68.4514
18133,38.4,4.9821,3.51688,3.6993,68.4814
18135,38.1,4.0993,0.185228,2.5914,65.295
18137,40.7,4.7397,0.423698,2.7378,70.0869
18139,37.7,4.5661,1.45194,1.7425,72.8434
18141,44.4,4.4579,11.7113,26.64,51.2128
18143,39.1,3.8372,0.287575,2.3646,55.6355
18145,43.4,5.1448,0.705122,4.3964,71.6072
18147,38.2,5.112,0.322309,2.0167,60.189
18149,39.5,3.8729,0.427387,2.3398,54.8624
18151,39.8,4.6818,0.476985,3.3544,65.9909
18153,40.3,4.1292,3.69206,2.1316,59.94
18155,39.2,4.4246,0,0.9627,59.3681
18157,46.8,4.1842,3.42343,16.2527,59.7701
18159,36.9,5.0556,0.280287,1.6055,71.5761
18161,34.4,4.2995,0.0847099,0.7083,68.4385
18163,45.6,4.2579,8.30564,17.4544,59.0389
18165,40.8,4.2451,0.0797497,1.6301,51.0586
18167,45.4,3.7509,6.36417,10.5434,53.2501
18169,38.6,4.3198,0.751424,3.3004,71.1518
18171,39.4,4.8432,0,0.8573,65.417
18173,42.4,6.0553,1.01113,5.7065,65.3416
18175,41.7,3.8123,0.104392,2.778,64.0634
18177,43.5,4.0956,4.69399,6.8151,60.6191
18179,38,4.7161,0.638528,2.772,74.6842
18181,38.3,4.3979,0.113255,2.384,68.0324
18183,38.7,5.1376,0.209205,3.2504,71.0338
19001,41.6,4.3487,0.251489,0.7555,56.4387
19003,47.9,4.0833,0,0.4072,57.1615
19005,37.5,4.3904,0.249636,1.4421,50.3645
19007,46.4,3.2943,0.254335,1.2975,52.0163
19009,41.6,4.2072,0,0.614,54.7572
19011,37.8,5.421,0.499474,2.6628,49.6111
19013,43.5,4.2959,7.92422,12.7369,44.3893
19015,40.6,4.8302,0.621615,2.6222,49.3156
19017,40,5.3842,0.225484,2.3505,52.292
19019,40,5.036,0.420831,2.0911,46.1472
19021,41.6,4.1938,1.46631,1.9573,57.7868
19023,40.4,4.6143,0.192031,1.4581,59.3145
19025,42.6,4.008,1.05379,0.9964,59.1349
19027,42.6,4.6034,0,2.0764,54.9094
19029,42.6,4.0437,0.411434,1.3854,63.8781
19031,35.4,5.2197,0,1.7987,50.5176
19033,43.1,4.477,0.967514,4.3927,45.013
19035,38.2,4.4055,0.650629,1.1681,55.5144
19037,39.2,4.1838,0.0740132,1.216,44.8889
19039,38.8,4.5684,0.0330834,0.9068,48.5683
19041,38.7,4.3757,0.101943,1.6676,57.851
19043,38.2,4.5603,0.0792438,1.7667,47.4416
19045,38.9,4.4787,2.08634,4.9129,43.7129
19047,38.7,4.3502,0.722131,1.6479,54.7751
19049,41.3,6.7146,1.02075,5.7115,58.0427
19051,41.4,4.5954,0.573166,0.8549,55.1777
19053,45.4,3.3247,0.901334,0.8321,52.6143
19055,38.8,4.8152,0.0229292,1.7445,53.5566
19057,42.8,4.2193,3.57002,4.07,39.6963
19059,41.9,4.968,0.409244,1.6616,56.1254
19061,41.7,4.8012,1.17984,9.2046,42.9658
19063,43.3,4.3098,0.366902,1.0357,52.4405
19065,44.3,3.9043,0.825034,2.0484,49.5488
19067,43.2,3.8673,1.24985,1.6162,46.0871
19069,37.6,4.4813,0.113272,1.0594,57.1324
19071,41.4,4.5197,0.440705,0.7488,60.6875
19073,40.9,4.2354,0.0632311,0.9489,51.5002
19075,38.9,5.3663,0.0493178,1.2166,64.8963
19077,43.3,4.8574,0.235678,1.1032,55.8288
19079,41.7,4.8084,0.0385728,1.5555,52.7114
19081,36.7,4.8634,0.149925,1.1339,57.2698
19083,42.6,4.2397,1.13233,1.7486,54.7125
19085,40.3,4.8187,0.0648929,1.541,61.343
19087,45,4.2136,0.722183,2.0078,55.634
19089,38.8,4.4684,0.115936,0.9488,43.3383
19091,41,4.642,0,0.9645,59.3249
19093,39.5,4.3171,0,0.6971,62.2335
19095,38.7,5.5496,0.22096,1.584,54.0122
19097,40.2,4.3946,0.0301629,1.9892,42.7331
19099,39.7,4.7432,1.1255,3.6606,47.4474
19101,44.9,3.9383,0.909912,1.5496,44.843
19103,47.3,4.9413,3.62849,12.581,35.3689
19105,38.2,4.7017,1.63516,2.0365,48.7283
19107,39.1,4.2196,0.0653473,1.0712,57.3272
19109,43.2,4.6176,0.187157,1.5495,54.6821
19111,41.1,4.17,3.1533,3.5772,42.7351
19113,42.5,5.2642,3.26169,20.4955,44.906
19115,36.1,4.7948,0,1.1657,52.8896
19117,39.4,4.3606,0.053135,0.941,56.0992
19119,35.3,4.9838,0.239489,1.1274,78.1245
19121,39,5.769,0.288468,1.5253,57.1736
19123,39.9,4.4713,1.03648,2.2094,64.2266
19125,39.1,5.2053,0.447167,3.265,60.0518
19127,41.2,4.587,1.30202,3.9093,50.2384
19129,39.1,5.645,0.186022,1.5052,65.9401
19131,35.8,4.8397,0.352178,1.079,48.5234
19133,41.1,3.867,0.0109673,0.9118,51.4981
19135,41.7,3.9632,0.604309,0.7612,52.5299
19137,41.1,3.7917,0.237053,1.0968,65.2493
19139,40.1,5.0188,1.17556,4.2448,48.5705
19141,43.4,4.3024,0.227564,1.4062,69.2899
19143,42.4,3.8691,0.169596,0.6486,70.7083
19145,41.7,4.1213,2.72398,1.5749,70.0148
19147,42.7,3.9555,0,0.9405,51.6173
19149,42.1,5.4226,0.246346,2.4356,64.3768
19151,38.1,4.1119,0.145234,0.7574,57.0093
19153,43.1,5.5915,5.06673,41.5949,47.6748
19155,39.9,4.9192,1.11574,8.9627,58.6398
19157,42,5.0202,0.641026,1.8564,49.5381
19159,40.3,4.2367,0,0.5062,53.1567
19161,41,4.0613,0,1.0311,58.3349
19163,44.1,5.0656,6.38735,16.2994,48.612
19165,38.4,4.342,0,1.2218,64.2035
19167,38.9,4.9272,0.760859,3.2069,86.0954
19169,46.4,4.5594,2.12786,8.478,47.0647
19171,39.1,4.5691,0.407724,1.7659,49.6529
19173,42,3.7987,0.233136,0.6434,60.2028
19175,39.4,4.2229,0.256708,1.2076,53.1541
19177,40.5,4.2797,0.221874,0.7662,58.3223
19179,44.7,3.8619,0.907451,3.5484,44.3097
19181,40.6,6.0609,0.418628,4.4192,52.9717
19183,38,5.0201,0.586233,2.1152,56.4295
19185,39.7,3.5332,0,0.6329,55.5591
19187,43.2,4.0772,4.04077,3.8458,48.3313
19189,38.9,3.9694,0.526073,1.0835,53.8135
19191,42.2,4.9645,0.621268,2.0764,49.6446
19193,41.8,4.4656,2.40557,10.1764,51.079
19195,43.7,4.9871,0.446194,0.762,43.7225
19197,41.3,4.2859,0,1.3039,55.2171
20001,39.5,3.9328,1.71603,1.3403,66.2722
20003,38,4.0212,0,0.79,65.1662
20005,42.6,4.5146,6.29668,1.6469,54.9497
20007,43.3,3.8497,0.424268,0.4714,74.3851
20009,40.2,4.2103,1.02336,2.7654,74.382
20011,40.3,3.6651,2.64044,1.4846,65.6919
20013,44.1,3.7066,1.47587,1.0028,70.5417
20015,41.9,5.6077,1.56653,6.2878,70.7312
20017,40.3,4.1719,0.208333,0.288,71.049
20019,43.1,3.5433,1.43753,0.3826,78.489
20021,43.5,3.6521,0.558817,2.1295,61.6334
20023,43.6,3.025,0,0.2769,80.5024
20025,49.1,3.5701,0,0.2133,79.2063
20027,43.3,3.9044,1.22374,0.8662,79.6273
20029,41.7,3.3517,0.0213516,0.9367,71.9633
20031,38.5,4.742,0.519358,0.8472,74.287
20033,42.3,4.0781,0,0.185,79.1925
20035,41.1,4.0229,2.90119,3.4055,65.5013
20037,45.8,3.4181,2.79872,3.8732,52.4177
20039,39.8,3.4268,0.337154,0.2966,78.3112
20041,37.7,4.5198,0.674536,1.8976,72.1652
20043,42.6,4.0238,2.92292,0.7732,69.6095
20045,47.9,4.4835,3.93936,11.3724,41.6878
20047,44.2,3.7682,0.288647,0.3118,72.7766
20049,44.5,3.1361,0,0.3016,74.3658
20051,46.9,4.1704,0.632495,2.7352,65.265
20053,39.5,4.3418,3.21754,0.6247,73.3508
20055,40,4.8819,1.1975,4.1002,75.6837
20057,40.6,4.5442,1.37942,3.284,73.9723
20059,37.2,4.7767,0.921554,2.626,64.6703
20061,40.7,4.389,17.4952,2.9951,64.6274
20063,37.4,3.8701,0,0.2599,82.1404
20065,42.5,4.0677,3.81917,0.2566,75.8351
20067,40.4,5.5951,0,0.7409,78.8039
20069,38.2,4.8654,0,0.5885,81.0684
20071,47.5,4.7156,0.422654,0.1183,79.8064
20073,40.2,3.6424,0.072338,0.6912,70.7494
20075,37.3,3.4478,0,0.2583,79.3824
20077,42.2,3.8529,0.586814,0.5794,74.0237
20079,40.2,4.7344,1.68254,3.3699,63.3945
20081,42.2,5.2649,0.667821,0.4043,85
20083,38.5,4.1078,0,0.196,80.6287
20085,37.6,5.165,1.54353,1.3346,64.0125
20087,35.9,5.6593,0.375408,1.838,61.7991
20089,42.2,3.75,0,0.3175,79.0058
20091,42.3,7.3487,3.81712,52.5108,61.4656
20093,37.7,4.0965,0.357398,0.4197,80.7799
20095,36.5,4.4032,0.205418,0.7789,75.0537
20097,38.8,3.875,0,0.2646,82.1593
20099,48.3,3.7674,4.44221,2.1881,59.3691
20101,46.1,4.0265,0,0.1661,81.6633
20103,39.7,5.9515,9.10563,7.3504,58.6959
20105,38.5,4.0123,0,0.3249,76.574
20107,39.1,4.4363,0.104232,0.9594,64.4697
20109,42.3,3.5121,1.59031,0.2641,82.7495
20111,42.1,3.5949,2.123,3.5186,59.6252
20113,40.6,5.0501,0.665885,2.8984,72.0365
20115,41.5,4.2706,0.759866,1.2239,73.7699
20117,36.9,4.2328,0.756534,1.0178,64.2116
20119,45.2,4.5292,0.630915,0.4438,82.6609
20121,37.4,5.9888,1.56337,3.0511,64.462
20123,41.2,4.3537,0.189603,0.6329,78.3521
20125,42,3.7927,5.42267,3.4282,68.439
20127,43,3.902,0,0.5966,67.208
20129,41.4,4.1011,0,0.3097,81.7945
20131,40.2,4.6265,0.0593003,1.0118,74.2558
20133,41.8,3.6226,1.92534,1.6153,65.5192
20135,43.8,4.25,0,0.2949,77.8339
20137,39.7,3.484,4.41716,0.5456,80.7572
20139,38.9,4.75,0.634688,1.6386,64.7643
20141,46.1,3.3521,0.1287,0.3885,76.7937
20143,35.7,4.735,0.668338,0.5985,78.9563
20145,38.1,3.8725,5.17673,0.6394,73.199
20147,37.1,4.375,0.300244,0.5329,79.4669
20149,42.7,5.1716,0.6601,1.9391,73.5259
20151,45.1,4.3545,1.7166,0.9379,71.6282
20153,42.7,3.4444,0,0.2517,82.6776
20155,41.8,4.1365,2.85063,6.3214,65.5637
20157,43.4,3.651,0.0203169,0.4922,78.0255
20159,38.2,4.3592,1.02443,1.0152,73.0077
20161,46.9,3.7225,6.49298,6.9706,60.837
20163,43.7,3.8013,0.526213,0.5131,78.8963
20165,40.2,3.8263,0.280987,0.3203,69.2699
20167,45.8,3.7,0.52356,0.6685,76.2402
20169,40.7,4.385,3.17701,5.4076,65.9782
20171,42.2,5.7843,0,0.4658,84.1988
20173,44,4.7768,8.70862,47.6195,62.7059
20175,40.2,4.129,2.94507,2.2648,78.8883
20177,43.1,4.6955,8.68015,17.3845,54.6287
20179,39.6,4.652,0.809061,0.2472,82.042
20181,41.8,4.0325,0.608622,0.5915,75.9293
20183,40.6,3.8347,0.229241,0.3926,75.9677
20185,40.5,3.7093,0.502283,0.438,75.6707
20187,36,4.6875,0.511152,0.2152,82.6271
20189,39.5,4.9966,0.408163,0.5145,85.6631
20191,40.9,4.8848,0.619999,2.3871,68.2634
20193,40.6,4.1541,0.929919,0.742,78.0739
20195,39.2,3.7463,0,0.2949,72.8196
20197,35.6,5.3414,0.676073,0.6804,70.7843
20199,40.1,3.856,0,0.1543,85.5658
20201,43.7,3.7184,0,0.5821,78.606
20203,37.5,4.045,0.137804,0.2177,82
20205,39.7,3.7985,0,0.9668,74.8598
20207,54.2,2.9681,0,0.3331,68.7464
20209,42.4,3.7998,26.3429,15.3753,34.339
21001,46,2.9247,3.71531,1.7872,75.7776
21003,41.5,3.3929,0.781956,1.8799,72.7247
21005,38.2,5.1164,2.62286,2.1122,66.5168
21007,44.8,4.1276,3.44701,0.8181,57.3865
21009,46.2,3.6919,4.03145,4.0953,67.2132
21011,45.5,2.9054,0.991636,1.1597,46.2495
21013,50.1,2.2559,3.2482,2.9093,61.2204
21015,38.1,6.5964,2.5028,11.2514,71.9878
21017,44.2,3.8301,6.65548,1.9668,60.4245
21019,47.7,3.9309,3.26286,4.8669,52.922
21021,47.3,3.9113,8.45611,2.8914,62.3014
21023,42.5,3.6967,1.05593,0.8618,65.7302
21025,53.7,1.9329,1.25312,1.5641,43.041
21027,42.6,3.7694,2.46104,1.9057,65.6316
21029,37.6,5.2594,0.801055,7.3528,67.9903
21031,43.5,3.3063,0.0749794,1.3337,73.8365
21033,43.6,3.6929,4.03213,1.2822,64.1932
21035,47.8,3.6632,4.15418,3.6036,61.4718
21037,42.9,5.189,2.01808,8.7509,63.8427
21039,45.1,3.3468,0.403458,0.5205,60.9919
21041,45,4.4087,1.38573,1.0536,55.9414
21043,46.5,3.3232,0.725331,2.716,48.9748
21045,44,2.6079,0.263707,1.6306,81.0309
21047,43.2,3.676,22.0606,7.9626,66.3967
21049,44.1,4.5171,4.83921,3.5481,62.4754
21051,47.3,2.2986,4.14425,2.3792,74.7715
21053,47,2.3187,1.29196,0.9443,77.6267
21055,45.3,3.4554,0.548968,0.9108,65.1374
21057,42.8,2.7802,3.27869,0.6832,73.1223
21059,43.9,4.2268,4.60016,9.3975,61.328
21061,43.4,3.4678,2.77196,1.1941,65.7462
21063,48.5,2.3426,3.19624,0.8291,29.5254
21065,48,2.639,0.0403226,1.488,65.2948
21067,47.9,4.6874,13.5523,28.7537,53.0606
21069,47.2,3.0352,0.746371,1.4604,60.6242
21071,47.6,2.8479,1.47027,4.1965,37.0794
21073,42.5,4.8273,10.344,4.8666,51.0411
21075,44.8,2.8973,25.1518,0.6918,52.984
21077,39.9,4.07,1.53276,0.809,60.9987
21079,43,3.7112,2.53729,1.6829,72.0157
21081,41.1,4.2405,0.996492,2.5088,67.5252
21083,45.6,3.5107,4.05427,3.7516,61.1636
21085,46,3.3091,0.347551,2.532,70.8918
21087,49.4,3.8333,2.58838,1.1513,74.4607
21089,44.3,4.011,0.501106,3.7517,53.0632
21091,37.8,4.4891,0.790606,0.8601,56.9507
21093,40.5,4.6098,10.97,9.8113,67.7664
21095,47,2.7101,2.86783,3.0999,59.8885
21097,41.7,3.9928,2.64961,1.8531,62.9702
21099,47,2.9743,6.05862,1.8288,63.0576
21101,42.2,4.1315,7.30441,4.5274,56.1083
21103,40.5,4.3491,3.20667,1.5842,63.14
21105,45.3,3.0932,9.68921,0.4923,59.7175
21107,43.5,3.9096,5.71008,4.6234,65.4687
21109,48,2.636,0,1.3399,84.687
21111,46.7,4.544,19.6562,71.1317,48.9075
21113,46.4,4.8577,3.61353,4.5551,70.0243
21115,51.2,3.2403,0.306247,2.3837,64.0569
21117,42.8,5.3219,4.49683,15.6399,65.2783
21119,45.3,2.8231,0.616387,1.7197,35.9978
21121,49.9,2.1195,1.72307,3.2326,67.5779
21123,42.3,3.897,3.79999,1.3579,68.9649
21125,45.8,3.533,1.00135,5.7023,75.7578
21127,46.8,2.7002,0.0428449,1.6338,57.7603
21129,46.8,1.9104,1.21179,0.7427,69.3471
21131,44.8,2.4848,0.102793,1.1674,73.9596
21133,47.5,2.8383,0.451599,2.3915,53.1437
