"fips","gini_cnty","income_cnty","black_cnty","pop_cnty","perc_bush"
21135,45.3,2.5885,0.614162,1.384,69.055
21137,42.4,3.3531,2.32493,2.5076,67.9279
21139,40.3,4.0913,0.770111,0.9609,56.9634
21141,43.4,3.7376,5.24778,2.704,64.2016
21143,40.7,3.9934,7.17117,0.8325,54.3878
21145,46.6,4.0847,9.95558,6.5059,61.3442
21147,42.6,2.2441,3.51118,1.8199,72.5656
21149,45.2,3.9857,0.206398,0.969,58.3427
21151,44.8,3.9854,3.02088,8.1334,61.7861
21153,50.5,1.9556,0.0761499,1.3132,49.7718
21155,44.9,3.7239,9.57132,1.9245,53.2089
21157,40.6,4.1892,0.543846,3.1075,58.4334
21159,45.3,2.2692,3.79699,1.33,66.2246
21161,48.3,3.7107,6.92326,1.7174,62.045
21163,40.2,4.2868,4.30408,2.723,65.4645
21165,41.3,2.9224,0.657993,0.6687,48.3871
21167,43.3,4.3969,4.44005,2.1734,67.3423
21169,45.1,3.5011,1.3742,1.0115,63.781
21171,48.8,2.8871,3.27897,1.165,79.8662
21173,44.8,3.4315,3.70621,2.5093,55.2814
21175,55.3,3.1322,3.89327,1.4204,51.1052
21177,44.5,3.5617,4.18765,3.1378,50.1896
21179,39.8,4.7012,4.936,4.2342,60.4965
21181,42.2,3.6389,1.27149,0.6921,55.7926
21183,41.2,3.5587,0.808579,2.3498,63.0659
21185,42.6,7.846,5.01121,5.6194,69.5509
21187,39.5,4.3481,1.72643,1.1295,65.2422
21189,52.3,1.8869,0,0.4648,78.0561
21191,39.4,4.4343,0.193967,1.4951,67.3157
21193,52.9,3.1151,1.46902,2.9135,53.1666
21195,46.4,3.2271,0.28997,6.5524,47.1986
21197,44.1,3.0442,1.78085,1.3589,54.2719
21199,47.4,3.2434,1.31305,5.9937,76.6951
21201,42.7,3.0647,0,0.2234,61.6022
21203,49.8,2.5643,0.652174,1.656,78.0757
21205,49.3,3.0803,0.758348,2.2549,46.8357
21207,48.2,2.9153,1.17942,1.7127,76.9733
21209,43,5.9764,5.21295,4.2874,62.3089
21211,44.3,5.5748,8.19156,4.0322,67.0539
21213,41.9,4.072,10.0465,1.7001,60.791
21215,37.9,5.7611,3.44167,1.6707,70.6988
21217,42.7,3.3911,4.84587,2.4103,70.5579
21219,41.8,4.0177,8.60251,1.2043,68.2958
21221,47,4.125,8.38183,1.3231,65.9833
21223,40,4.6759,0.31355,0.893,61.7094
21225,37.8,3.9133,14.4412,1.5158,59.2655
21227,46.1,4.406,8.88281,10.4494,63.379
21229,43.8,4.2995,7.40871,1.1365,66.5583
21231,46.7,2.6513,1.68165,2.0575,65.5069
21233,42,3.7519,5.54632,1.3829,57.8463
21235,48.5,2.7189,0.567216,3.8257,70.2919
21237,48,2.096,0,0.708,44.0102
21239,41.2,5.6478,5.17932,2.4482,60.4426
22001,46.2,3.3882,18.6275,5.9616,64.0196
22003,44.8,3.6463,24.291,2.5528,57.2766
22005,41,6.0874,20.8762,9.8471,63.582
22007,46,4.3003,31.3321,2.2986,46.8535
22009,45.8,3.1123,30.1892,4.2184,54.1694
22011,42.3,4.3441,13.0929,3.4828,71.8907
22013,50.4,3.1741,41.2177,1.4848,51.7095
22015,43.3,4.9815,21.2864,10.8722,70.9954
22017,50.4,3.6536,46.3918,25.2467,51.1532
22019,46.9,4.2938,24.1113,18.5017,58.1034
22021,46.2,3.9156,17.2692,1.04,70.353
22023,37,5.7786,0.672114,0.7588,69.6507
22025,49.5,3.3913,28.0794,1.0424,65.6122
22027,48.8,2.9345,48.2619,1.6311,56.3946
22029,47.7,2.6968,38.9799,1.8979,61.028
22031,46.9,3.6867,38.5568,2.6247,55.1893
22033,49.3,4.4215,43.9206,42.782,54.677
22035,60.6,2.1994,73.539,0.8265,40.568
22037,45.2,3.6707,44.7894,2.0871,54.9414
22039,47.5,3.3445,28.4925,3.549,57.7857
22041,47.3,3.1059,31.7864,1.9996,68.3133
22043,42.5,3.9328,11.8221,1.9785,74.6148
22045,46.6,4.0803,31.719,7.4602,60.7642
22047,46.2,4.0774,49.9434,3.2677,44.7782
22049,42.5,3.7536,27.523,1.5111,66.5126
22051,45.7,4.8213,26.3922,44.0134,62.6819
22053,43.3,3.9756,16.8958,3.1061,61.7569
22055,48.3,4.6526,25.4026,20.4963,60.8805
22057,46,4.6196,13.5226,9.2852,81.1003
22059,45.5,3.3307,12.7675,1.3973,64.6523
22061,53.6,3.1843,40.3168,4.2801,59.7045
22063,39.9,5.2779,5.58141,11.6476,77.2388
22065,49.8,2.6021,60.1018,1.179,49.4496
22067,48.1,3.1264,44.9115,2.8761,58.2093
22069,50.9,2.8411,39.0882,3.8976,55.3563
22071,54.6,3.6258,63.0114,32.8669,21.898
22073,48.8,3.8568,34.8075,15.0025,65.3256
22075,40.4,5.061,23.7034,2.2655,65.043
22077,48.6,3.7832,37.6691,2.2326,48.6165
22079,46.7,3.9456,31.0063,13.2128,64.3432
22081,50.3,3.2242,41.3404,0.9117,53.7867
22083,46.6,3.561,37.977,2.0415,63.8315
22085,48.4,3.4632,16.2047,2.3629,70.6949
22087,42.7,3.8478,12.9573,3.8241,65.9376
22089,41.4,5.9884,26.7886,5.141,62.1948
22091,47,2.9124,53.4983,1.0505,41.1754
22093,41.5,4.9883,49.1879,2.1056,41.3934
22095,42.1,4.7574,49.0795,4.7146,46.2961
22097,49.9,2.811,41.943,9.0983,50.0766
22099,47.1,3.9186,30.9728,5.1429,53.7688
22101,44.3,3.8269,31.5592,5.1085,57.2572
22103,43.8,5.9804,11.4307,22.5533,74.9611
22105,47.3,3.8067,28.5094,11.4229,62.7593
22107,45.4,3.0572,58.158,0.5798,49.7262
22109,44.6,4.7338,18.4037,10.8277,65.5745
22111,48,3.5788,27.2411,2.2712,70.6222
22113,45,4.0785,14.3045,5.5612,62.1325
22115,40.8,4.003,14.0895,4.7475,72.9787
22117,49.4,3.034,31.3799,4.4844,62.4702
22119,45.5,3.5145,33.019,4.0719,61.7006
22121,42.8,4.6485,34.9326,2.2323,53.9538
22123,44.2,3.4649,16.1024,1.152,75.0805
22125,45.2,4.3348,47.1587,1.5134,55.9684
22127,45.4,3.0514,30.7514,1.5531,67.8744
23001,41,4.3714,3.60418,10.6765,43.7896
23003,42.4,3.5439,0.655792,7.1974,46.7242
23005,44.7,5.4342,2.40165,27.6227,41.5182
23007,41.4,3.9628,0.30245,2.9757,42.6879
23009,43.8,4.8899,0.433404,5.3299,43.4906
23011,42.3,4.6368,0.584548,12.0777,45.1417
23013,44.8,4.5147,0.244517,4.0897,42.2912
23015,45.5,4.8034,0.0862342,3.4789,46.9526
23017,41.6,4.0055,0.452015,5.6414,44.9771
23019,43.6,4.2366,0.696965,14.8501,48.8641
23021,42.4,3.3944,0.0351309,1.7079,53.2975
23023,39.7,5.4986,1.12021,3.6511,45.6487
23025,42.4,3.621,0.293112,5.1175,47.7803
23027,42.1,4.1697,0.274016,3.8319,46.1984
23029,41.7,3.4203,0.432648,3.259,49.7515
23031,40,5.4414,0.618958,20.1306,45.1018
24001,43.8,3.681,6.20541,7.2598,64.2342
24003,40.6,8.1824,14.8401,51.3711,56.2969
24005,43.5,6.3348,24.4799,78.6697,47.4583
24009,37.6,9.0621,14.1173,8.8055,59.0893
24011,37.1,5.5844,13.2062,3.2727,65.8608
24013,38,8.0743,3.67001,16.8964,70.6479
24015,39.4,6.5079,5.52645,9.9069,60.5807
24017,36.3,8.6141,37.2554,14.0181,48.8129
24019,44,4.5095,27.6875,3.1646,59.1157
24021,37.9,8.097,8.0951,22.4185,60.3679
24023,44.6,4.3802,0.475853,2.9631,73.8008
24025,38.5,7.5872,11.7043,24.0297,64.3015
24027,39.1,10.1003,16.7245,27.4328,45.1941
24029,48.8,4.8284,15.7566,1.9998,53.0424
24031,45.1,9.2213,16.3207,94.6172,33.4
24033,37.5,7.0753,63.8359,83.4986,17.5524
24035,40.4,7.8615,8.22455,4.6653,66.8682
24037,39.4,7.5427,14.0314,10.014,63.2742
24039,45.6,4.1615,39.5868,2.5943,55.0191
24041,47.9,6.1591,13.1792,3.6034,60.7708
24043,44.1,5.1962,9.20657,14.4158,64.5021
24045,42.4,5.1352,23.3154,9.2827,59.0746
24047,43.8,5.26,14.9121,4.9081,61.428
24510,49.4,3.8738,63.3644,63.9337,16.8943
25001,43.8,6.0096,1.93506,22.2629,43.907
25003,46.3,4.9907,2.38768,13.0168,25.844
25005,43.7,5.5789,3.18043,54.521,35.5879
25007,45.8,6.2472,3.71292,1.5675,26.2116
25009,47,6.428,3.24049,73.4889,40.7171
25011,41,5.2185,1.15557,7.1826,29.7472
25013,45.8,4.7617,8.33777,46.8171,38.1107
25015,43.9,5.7293,2.1958,15.516,28.8389
25017,45.9,7.7004,3.98052,148.026,34.7196
25019,54.1,8.002,4.00436,1.1013,35.8839
25021,46.7,8.0127,4.93532,65.7506,38.784
25023,42.2,7.2904,7.4022,49.2313,45.4475
25025,51.2,5.1896,20.732,73.063,22.9701
25027,42.9,6.372,3.40205,79.5726,42.591
26001,41.1,3.5014,0.220051,1.1361,55.3159
26003,41,4.1234,7.98991,0.9512,48.8505
26005,39.7,5.1833,1.33225,11.2817,62.7896
26007,42.2,3.6261,0.511475,2.9718,50.5974
26009,46.5,4.3167,0.423447,2.4088,61.8833
26011,42.2,3.6299,2.36097,1.6561,49.713
26013,38.8,4.0849,7.30636,0.865,54.0607
26015,38.9,5.3848,0.442064,5.8815,61.8566
26017,41.8,4.4844,1.41587,10.7778,44.7712
26019,41,4.4445,0.275229,1.744,54.3574
26021,46.8,4.2481,14.6376,16.0129,55.2872
26023,39.9,4.4086,3.24036,4.589,60.3098
26025,44.3,4.2003,10.3335,13.6875,51.4621
26027,43.1,4.5263,5.06903,5.0483,57.349
26029,48.3,4.8641,0.55943,2.6098,58.5126
26031,44.7,3.8189,0.299502,2.6711,56.461
26033,43.4,4.0088,5.6615,3.87,55.5373
26035,42.5,3.4957,0.534724,3.067,50.099
26037,41,5.9529,1.59922,6.9534,58.4204
26039,45.9,3.7584,2.83077,1.4519,55.9004
26041,41.1,4.202,0.213829,3.7413,50.5009
26043,43.4,4.1288,0.185165,2.7003,57.2919
26045,38.1,5.4858,5.80949,10.6894,53.6813
26047,45.8,4.8773,0.531867,3.3467,59.7294
26049,43.6,4.4376,19.3837,43.272,39.3502
26051,42.3,3.7289,0.350169,2.6273,51.3696
26053,43.4,3.2692,3.29772,1.6193,46.7617
26055,41.7,5.0774,0.962669,8.5076,59.7184
26057,41.8,4.1868,3.73194,4.223,56.8496
26059,40.7,4.2829,0.656587,4.63,63.9145
26061,45.9,3.1824,1.38581,3.5214,56.456
26063,43.2,3.9317,0.0723873,3.3155,55.5587
26065,46.5,4.5606,10.6401,27.8804,41.3484
26067,39.3,4.6712,4.34325,6.3685,60.5129
26069,43.5,3.6628,0.807404,2.6257,52.3017
26071,41.5,3.4083,1.12388,1.1923,50.3671
26073,48.2,3.6726,2.65708,6.6652,48.5081
26075,41.3,4.7406,7.7855,16.1621,55.8253
26077,46.5,4.4553,9.88439,24.5053,47.9418
26079,38.9,3.9304,0.379984,1.7106,61.1759
26081,44,4.9908,8.90177,60.1813,59.1459
26083,40.8,3.5977,0,0.2224,54.7302
26085,42.7,3.0629,10.0885,1.1191,48.023
26087,40.5,5.6116,1.15797,9.1453,58.2211
26089,44.3,5.6574,0.0777072,2.1877,55.8218
26091,39.1,5.0277,2.21062,10.0786,54.9293
26093,38.3,7.421,0.589298,18.2081,63.1142
26095,40.4,3.6869,12.0843,0.6645,62.1756
26097,40.7,3.9919,2.79643,1.0871,56.4798
26099,40,5.5466,6.66253,82.8469,50.4414
26101,42,3.9995,3.33455,2.4741,49.7428
26103,45.1,4.3692,1.51306,6.5298,45.4388
26105,43.1,3.9511,0.561445,2.8676,55.8773
26107,43.4,3.61,3.6235,4.1976,55.454
26109,40,4.1514,0.359059,2.423,52.2913
26111,46.7,5.0361,0.931857,8.2738,56.7473
26113,39.9,3.8397,0.374156,1.4967,68.3662
26115,39.3,5.6855,2.08177,15.2899,50.7064
26117,39.8,4.1082,1.75004,6.2913,56.2331
26119,40.1,3.4409,0.0488424,1.0237,59.6421
26121,41.6,4.18,13.5166,17.4156,44.0575
26123,42.2,4.3278,0.985462,4.9114,59.7795
26125,45.5,6.7292,11.8366,120.329,49.5455
26127,39.6,3.9725,0.539413,2.7808,54.7699
26129,42.7,3.5081,0.0421368,2.1359,50.7916
26131,41,3.414,0.506732,0.6907,54.4952
26133,39.9,3.7326,0.442152,2.3069,59.3009
26135,45.9,3.3028,0.044838,0.8921,58.4755
26137,41.9,4.479,0.033428,2.3932,61.0693
26139,40.4,5.7126,1.19042,25.8564,71.8297
26141,41.4,3.7536,0.196478,1.3742,53.3852
26143,41.8,3.4276,0.387658,2.528,51.5217
26145,44.7,4.2244,18.2783,20.2814,46.0212
26147,40.3,5.0648,2.40931,16.926,53.8627
26149,40.7,4.3667,2.3803,6.2219,61.058
26151,40,4.0146,0.330323,4.3291,61.1423
26153,40.6,3.7906,2.15143,0.8413,51.2432
26155,40.1,4.626,0.504159,7.1406,53.1775
26157,38.9,4.2851,1.30355,5.6538,54.5442
26159,44.5,4.374,4.64717,7.8026,51.9063
26161,46.8,5.8807,12.0151,34.6007,35.6666
26163,46.6,4.2232,40.7128,197.8,30.0163
26165,42,4.0232,0.449026,3.1624,59.968
27001,41.4,3.9452,0.245731,1.5871,50.8207
27003,36.3,6.9407,3.3946,32.6489,53.0767
27005,42.3,4.6142,0.383262,3.1832,58.6738
27007,42.2,4.3678,0.617412,4.3407,49.0031
27009,39.4,5.0071,1.19615,3.946,55.0789
27011,41.8,3.9973,0.599813,0.5335,48.7028
27013,42.8,4.5902,1.98721,5.9883,47.8648
27015,39.2,4.8067,0.096596,2.5881,61.4356
27017,39.2,5.1552,1.29889,3.3875,36.4499
27019,41.1,7.8436,1.11441,8.8208,63.092
27021,44.9,4.1501,0.101208,2.8654,56.1731
27023,40.5,4.2441,0.401477,1.2454,47.0956
27025,34.4,6.51,1.71586,4.9771,55.9096
27027,40.2,4.7806,0.812357,5.4902,52.1321
27029,43.4,3.7744,0.340177,0.8231,56.1363
27031,39.3,4.7933,0.22177,0.5411,45.6329
27033,46.8,3.9878,0.476065,1.1343,56.1642
27035,41.5,4.4075,0.498087,6.1435,57.255
27037,39,7.3209,4.00016,38.9434,50.7466
27039,35.8,6.2269,0.189705,1.9504,57.0831
27041,42.7,4.4918,0.220338,3.5854,58.361
27043,42,4.0548,0.208979,1.4834,55.5955
27045,40.6,4.5454,0.171707,2.0966,49.0439
27047,41.2,4.4018,0.797796,3.1211,43.7664
27049,39.2,5.5632,1.02182,4.5605,51.6232
27051,41.9,3.9975,0.30176,0.5965,50.0794
27053,47.1,6.1387,10.2796,113.622,39.6788
27055,39.6,5.1945,0.256898,1.9463,51.1909
27057,43.4,4.3999,0.0535475,1.8675,57.1429
27059,36.9,5.7496,0.484594,3.8589,59.0902
27061,40.6,4.3396,0.288522,4.4364,44.2978
27063,41.7,4.1797,0.192997,1.0881,52.7295
27065,36.7,4.5382,0.467028,1.6059,55.3626
27067,45.1,5.0381,0.805861,4.095,55.218
27069,39.7,4.777,0.685386,0.4523,49.0248
27071,44.1,3.9088,0,1.3396,48.4247
27073,38.2,4.4753,0.399559,0.7258,46.3156
27075,38.8,4.4433,0.390661,1.0751,39.422
27077,50.7,4.4306,0.245821,0.4068,60.101
27079,37.6,5.6489,0.34212,2.7768,54.1111
27081,43.7,4.173,0,0.5832,52.3035
27083,41.4,4.5842,1.53754,2.491,57.2405
27085,39.6,5.6615,0.36335,3.6879,62.5014
27087,40.9,3.8409,0.158384,0.5051,45.4801
27089,38.4,4.6316,0.222175,0.9452,57.6207
27091,43.7,4.2832,0.312989,2.0448,57.5401
27093,38.1,5.2031,0.125027,2.3195,55.9967
27095,39.8,4.5817,0.356718,2.6071,55.4622
27097,40.2,4.8582,0.0183391,3.2717,58.2848
27099,41.6,4.5274,1.21724,3.8119,37.8076
27101,40.1,4.526,0.0351741,0.8529,54.6972
27103,40,5.5355,1.42614,3.1694,49.3216
27105,43.4,4.2042,2.15998,2.0278,56.5432
27107,43.2,3.9709,0.105597,0.6629,47.5106
27109,42.4,6.484,3.61357,13.9585,52.531
27111,41.6,4.2821,0.646612,5.6912,61.6858
27113,39.5,4.4015,0.276364,1.375,54.1313
27115,40,4.3618,1.17835,2.8175,49.2507
27117,42.1,3.8357,0.40847,0.9303,61.1732
27119,41.3,4.5076,0.638582,3.0693,56.0128
27121,41.7,4.7001,0.555606,1.0979,49.6319
27123,45.3,5.2329,8.99576,50.0436,35.6343
27125,37.1,4.5833,0,0.4157,54.039
27127,42.7,4.4034,0.4032,1.5625,60.674
27129,40.7,4.6588,0.273275,1.6101,53.4048
27131,36.9,5.7754,1.76513,6.1865,45.4206
27133,38.5,4.5826,0.455316,0.9444,60.4861
27135,37.4,4.8974,0.19985,1.6012,68.0951
27137,44,4.4125,1.28137,19.682,33.7775
27139,36.4,8.3503,2.36648,12.5714,59.757
27141,35.2,7.1228,1.34138,8.5211,61.0665
27143,38.2,5.0656,0.0866609,1.5001,59.304
27145,42.8,5.1559,1.69941,14.6168,55.173
27147,37.2,5.581,2.70449,3.6273,56.124
27149,43.1,4.5049,1.57758,0.9635,51.3559
27151,42,4.0677,3.23232,1.089,43.5263
27153,40.4,4.2604,0.0250334,2.3968,57.4822
27155,44.2,3.8881,0,0.3684,50.5639
27157,41.4,5.1541,0.458064,2.1831,52.0187
27159,42.1,3.4212,1.07172,1.3343,59.7138
27161,36.6,4.9971,1.04984,1.9241,56.1028
27163,40,7.8714,2.88405,22.5551,51.4548
27165,39,4.3535,0.145204,1.1019,53.6004
27167,37.5,4.9327,0.0774593,0.6455,65.8376
27169,44.7,4.2941,0.772832,4.9558,46.7927
27171,36.3,6.709,0.992045,11.6527,61.2094
27173,38.4,4.6292,1.09268,1.0067,50.3059
28001,50.7,2.8868,56.3558,3.1475,45.193
28003,46.8,3.1826,11.5055,3.5583,61.0327
28005,49.3,2.7728,43.8652,1.3293,57.8799
28007,48.3,3.0096,41.5278,1.9558,61.7193
28009,45,2.8667,37.0895,0.7978,46.6255
28011,52.2,2.492,66.2132,3.7266,35.4958
28013,42.2,2.7078,29.6566,1.4533,64.8101
28015,47.3,2.81,34.1909,1.0301,65.7663
28017,46.2,2.9581,40.2301,1.8864,50.5302
28019,45.2,3.0054,32.4292,0.9106,66.7352
28021,49.4,2.4104,85.2154,1.091,17.7984
28023,45.1,3.1029,35.3257,1.7333,67.7402
28025,46.4,3.0765,56.6496,2.0881,47.736
28027,52.4,2.5489,74.31,2.7571,35.039
28029,46.6,3.5342,51.0395,2.915,56.2122
28031,45.8,3.0483,35.4172,2.0315,61.3519
28033,36.5,5.7995,19.6398,14.8795,72.599
28035,48,3.3143,35.274,7.865,61.7569
28037,56.1,3.4236,38.0958,0.8287,64.6703
28039,41.2,4.6849,9.85132,2.1926,78.095
28041,41.9,3.8252,26.9655,1.3699,72.8201
28043,46.5,3.1909,41.9877,2.3002,58.3583
28045,42.6,4.4025,7.01835,4.1135,70.6664
28047,44.7,4.457,22.4791,18.0901,62.9858
28049,49.3,3.8541,65.1583,24.8782,39.9187
28051,48.4,2.1821,80.875,2.0481,23.7596
28053,49.9,2.2259,73.971,0.9985,35.2406
28055,48.3,2.025,61.2676,0.213,46.097
28057,42.5,3.766,6.87647,2.3006,70.6393
28059,43.1,4.7767,22.1967,13.1713,69.0996
28061,48.1,2.9628,52.3963,1.7944,48.172
28063,51.5,2.1964,86.7573,0.8971,47.2129
28065,47,2.4679,56.2063,1.2721,18.2959
28067,47,3.4269,26.8613,6.6877,71.971
28069,45.5,2.9833,58.3017,0.9998,46.0949
28071,51.3,4.0202,24.4439,4.3025,58.8574
28073,48.1,4.8328,14.9809,4.7307,80.542
28075,48.4,3.3354,40.964,7.7966,65.7881
28077,44.6,3.4643,32.7123,1.3258,63.418
28079,44.8,3.2396,37.692,2.2782,60.4121
28081,48.6,3.7894,26.3624,8.0099,66.5261
28083,52.3,2.049,72.4146,3.5033,37.9219
28085,47.5,3.8276,30.6717,3.4315,69.2071
28087,48.2,3.7314,42.7234,5.9499,56.6498
28089,48.7,5.6938,37.7607,8.9151,64.8493
28091,48.6,3.0699,33.5018,2.5527,67.057
28093,46.3,3.1831,48.2003,3.6394,41.1145
28095,46.3,3.3116,30.6371,3.7089,59.8275
28097,47.1,2.9243,45.715,1.1412,54.8477
28099,46.3,3.3445,21.0558,2.9949,74.9852
28101,42.1,3.5527,30.237,2.2403,72.9297
28103,45.8,2.2974,69.8493,1.1814,28.3189
28105,56.2,2.6449,36.1815,4.363,56.093
28107,42.9,3.5355,47.832,3.5148,50.6506
28109,45.2,3.8458,12.735,5.6113,76.6471
28111,43.1,3.4423,23.9265,1.2087,74.6846
28113,50.7,2.9981,48.8234,3.9606,52.8702
28115,42.2,3.8909,13.4005,2.8775,76.012
28117,46.4,2.925,12.9913,2.5594,66.0404
28119,44.7,2.4491,69.788,0.8821,40.0589
28121,42.2,5.324,19.4105,13.7817,79.3598
28123,46,3.2114,38.1714,2.9137,62.681
28125,46.2,2.9495,72.473,0.5184,40.9926
28127,46.8,3.4187,36.4513,2.7903,67.6065
28129,43.4,3.6762,24.8663,1.5889,78.7048
28131,48.9,4.3524,19.8424,1.5734,72.8183
28133,48.1,2.4333,71.8207,3.0604,36.5005
28135,45.8,2.3557,58.0714,1.3201,44.5771
28137,41.5,3.8194,30.3927,2.6888,60.7273
28139,43.7,2.9872,16.0082,2.1439,66.7181
28141,44.6,2.974,3.35782,1.906,65.1312
28143,45.5,2.942,70.6131,1.0406,30.3411
28145,42.7,3.5955,14.8595,2.6939,73.044
28147,46.4,3.2475,45.3476,1.5304,60.1584
28149,45.8,3.8917,46.3063,4.8596,58.6977
28151,50.2,2.7588,66.5084,5.5811,39.8786
28153,44.8,3.0375,38.0528,2.0892,62.719
28155,44.4,3.1533,19.8698,0.9834,73.4776
28157,49.5,2.5478,68.8235,1.02,35.8404
28159,44.4,3.0406,46.4054,1.9543,57.4743
28161,46.7,2.8578,40.2242,1.3646,55.0924
28163,48.5,2.7404,58.1743,2.8296,52.9351
29001,48.3,3,1.5201,2.4801,56.3202
29003,39.3,5.233,0.653556,1.6831,62.5914
29005,44.4,3.9328,0.493583,0.6078,68.014
29007,38.9,3.9028,7.52504,2.5754,59.3102
29009,42.1,3.6411,0.0946943,3.5905,69.4473
29011,39.4,4.1124,0.236314,1.2695,76.905
29013,39.9,3.9071,0.845854,1.6906,59.5692
29015,42.7,3.4038,0.0541771,1.8458,62.2488
29017,42.1,3.4878,0.29077,1.2037,70.0478
29019,46,4.4787,7.85716,15.1836,50.0233
29021,42.6,4.1366,3.67896,8.8476,52.6775
29023,45.9,3.3074,4.92577,4.1293,71.4827
29025,41.3,3.7792,0.315492,0.9192,61.1845
29027,38.4,4.9425,4.4198,4.3192,62.8743
29029,43.8,4.3127,0.537983,4.015,67.5765
29031,44.6,4.3639,5.79309,7.2621,69.263
29033,49.4,3.836,2.23105,0.9816,66.8008
29035,43.1,2.4502,0.0169664,0.5894,65.0851
29037,36.2,6.0628,2.9855,9.7203,62.0274
29039,39.7,3.3503,0,1.379,68.933
29041,39.6,4.1233,2.79028,0.7777,56.1383
29043,37.8,5.083,0.814599,7.2551,70.9297
29045,47.6,3.9936,0.0975202,0.7178,51.4216
29047,38.6,5.7797,3.04234,21.7596,53.4069
29049,38,5.0761,0.552619,2.081,55.9178
29051,40.8,5.2385,9.76308,7.3737,67.8026
29053,38.5,4.1576,6.30937,1.7371,67.8198
29055,40.1,3.4813,0.247639,2.3825,61.0217
29057,39.6,3.2636,0.06664,0.7503,72.8547
29059,41.2,3.4367,0,1.6579,66.5462
29061,47.3,3.864,0.173676,0.8061,62.6432
29063,46,4.3302,8.40213,1.2235,63.2745
29065,38.9,3.4292,1.30354,1.5036,70.0834
29067,41.3,3.0675,0,1.347,72.0949
29069,45.4,2.9124,9.2172,3.1528,57.83
29071,40,4.986,1.15555,9.9866,58.7498
29073,40.4,4.0196,0.0521955,1.5327,66.8683
29075,42.6,3.5539,0.464074,0.6249,63.4703
29077,45.8,4.0271,2.60758,26.2887,62.5395
29079,41.3,3.5032,0.0396511,1.0088,67.0118
29081,42.1,3.3598,0.125714,0.875,68.0888
29083,47.3,3.625,1.19763,2.2294,58.7903
29085,43.5,2.8685,0.288184,0.9022,57.7281
29087,42,3.9019,0.162042,0.4937,69.6822
29089,41.1,3.987,5.79166,0.9859,59.648
29091,41,3.2145,0.63795,3.8561,68.4288
29093,45.3,2.9904,2.54884,1.0083,53.4527
29095,44.5,4.6516,22.3439,68.9651,41.7355
29097,44.8,3.7294,1.66004,11.4756,71.0087
29099,37.5,5.6815,1.09246,21.5386,50.3059
29101,40.8,4.3656,4.081,5.1997,61.0555
29103,43.3,3.3681,0.19802,0.404,61.292
29105,45.2,3.5749,0.861725,3.5046,71.5174
29107,39.5,4.7811,2.08912,3.2741,60.116
29109,40.4,3.8232,0.51672,3.7351,71.2994
29111,40.6,3.9344,3.11526,0.9951,62.0017
29113,37.2,5.3295,1.69069,5.0926,57.4912
29115,47.4,3.6767,1.43361,1.2765,58.3618
29117,43,3.8462,2.69391,1.4143,63.8814
29119,42.3,3.6498,0.415028,2.289,71.076
29121,40.4,3.5578,2.62034,1.5456,62.0584
29123,39.9,3.2271,0.188124,1.2226,59.5897
29125,38.1,3.9241,1.06098,0.8954,64.3801
29127,42.1,3.853,4.31996,2.8241,63.1107
29129,40.7,3.2591,0.460564,0.3474,67.4679
29131,40,3.5732,0.768267,2.4731,72.5049
29133,47.2,2.8966,19.1732,1.3498,55.0123
29135,38.4,4.7329,3.2226,1.5081,71.259
29137,37.4,3.9262,2.84433,0.9141,61.5385
29139,39.2,3.9511,2.34769,1.1884,62.3861
29141,43.4,3.6267,0.296002,2.0608,64.9363
29143,44.7,3.2015,14.8056,1.7723,52.7961
29145,43.8,4.1661,0.596114,5.5694,72.3652
29147,47.2,3.651,1.88594,2.2058,61.9133
29149,46.1,2.4803,0.339114,1.0321,60.3005
29151,42.1,4.221,1.06549,1.3421,74.8345
29153,40.2,3.3264,0.117521,0.936,66.401
29155,47.5,2.829,26.0895,1.8586,50.1254
29157,39,4.5863,0.429231,1.8638,68.0522
29159,42.3,3.651,2.86352,4.0789,66.6628
29161,47.4,3.7322,2.05212,4.2249,64.0453
29163,41.2,4.2969,7.93454,1.8514,54.0622
29165,41,6.5383,4.3608,8.7461,55.8678
29167,42.7,3.6633,0.456926,2.9983,69.4604
29169,40.1,4.2476,10.9301,4.4684,70.8251
29171,45,3.3992,0.264982,0.4906,68.2716
29173,37.8,4.6875,0.619131,0.9691,59.5176
29175,40.8,3.4827,6.25588,2.5528,64.6275
29177,41,5.1556,1.58676,2.3507,52.9796
29179,39.9,3.3052,0.801005,0.6367,56.6687
29181,42.5,2.9289,0.207055,1.3523,65.9464
29183,36.7,7.0077,3.94089,34.2562,58.9054
29185,41,3.3041,0.0639727,0.9379,62.7252
29186,35.2,4.9712,1.41345,1.7758,46.9648
29187,41.2,3.8086,3.70931,6.2734,52.9319
29189,47.4,5.7502,21.2543,99.4923,19.2197
29195,38.8,4.0556,5.61783,2.2749,54.6358
29197,42.2,3.0683,0.389674,0.4106,55.6987
29199,47.1,3.5548,0,0.479,62.0183
29201,44,3.7132,11.2139,4.0753,65.1636
29203,40.5,2.8474,0,0.831,64.2637
29205,38.3,3.3275,0.216819,0.6457,65.5172
29207,44,3.3684,1.54789,2.9524,70.0766
29209,41.2,4.083,0,3.1186,69.6893
29211,41.7,3.0613,0.0876937,0.6842,61.4781
29213,44.2,4.0103,0.286452,4.5732,70.8126
